S/N,Date,Type of Waste,# of Trips,UoM,W. Entrance,W. Exit,W. Net,,,,,
762,26-Jun-2025,Sand,N/A,Ton,N/A,N/A,390.69,,,,,
763,26-Jun-2025,sub-base,N/A,Ton,N/A,N/A,543.34,,,,,
764,26-Jun-2025,0-5mm,N/A,Ton,N/A,N/A,153.62,,,,,
765,26-Jun-2025,A1A,N/A,Ton,N/A,N/A,6.10,,,,,
766,27-Jun-2025,"3/4""",N/A,Ton,N/A,N/A,204.14,,,,,
767,27-Jun-2025,"3/8""",N/A,Ton,N/A,N/A,112.68,,,,,
768,27-Jun-2025,Powder,N/A,Ton,N/A,N/A,52.10,,,,,
769,27-Jun-2025,Oversize,N/A,Ton,N/A,N/A,451.83,,,,,
770,27-Jun-2025,Sand,N/A,Ton,N/A,N/A,66.02,,,,,
771,27-Jun-2025,sub-base,N/A,Ton,N/A,N/A,572.33,,,,,
772,28-Jun-2025,"3/4""",N/A,Ton,N/A,N/A,276.56,,,,,
773,28-Jun-2025,"3/8""",N/A,Ton,N/A,N/A,514.04,,,,,
774,28-Jun-2025,Powder,N/A,Ton,N/A,N/A,52.00,,,,,
775,28-Jun-2025,Oversize,N/A,Ton,N/A,N/A,599.94,,,,,
776,28-Jun-2025,Sand,N/A,Ton,N/A,N/A,437.43,,,,,
777,28-Jun-2025,sub-base,N/A,Ton,N/A,N/A,"1,125.96",,,,,
778,28-Jun-2025,0-5mm,N/A,Ton,N/A,N/A,156.35,,,,,
779,28-Jun-2025,A1A,N/A,Ton,N/A,N/A,6.20,,,,,
780,29-Jun-2025,"3/4""",N/A,Ton,N/A,N/A,269.66,,,,,
781,29-Jun-2025,"3/8""",N/A,Ton,N/A,N/A,502.97,,,,,
782,29-Jun-2025,Powder,N/A,Ton,N/A,N/A,258.50,,,,,
783,29-Jun-2025,Oversize,N/A,Ton,N/A,N/A,517.86,,,,,
784,29-Jun-2025,Sand,N/A,Ton,N/A,N/A,364.36,,,,,
785,29-Jun-2025,sub-base,N/A,Ton,N/A,N/A,53.90,,,,,
786,29-Jun-2025,0-5mm,N/A,Ton,N/A,N/A,255.85,,,,,
787,29-Jun-2025,"3/16""",N/A,Ton,N/A,N/A,45.30,,,,,
788,29-Jun-2025,Rapid Draining,N/A,Ton,N/A,N/A,69.80,,,,,
789,30-Jun-2025,"3/8""",N/A,Ton,N/A,N/A,483.35,,,,,
790,30-Jun-2025,Powder,N/A,Ton,N/A,N/A,362.22,,,,,
791,30-Jun-2025,Oversize,N/A,Ton,N/A,N/A,478.17,,,,,
792,30-Jun-2025,Sand,N/A,Ton,N/A,N/A,625.51,,,,,
793,30-Jun-2025,"3/16""",N/A,Ton,N/A,N/A,91.73,,,,,
794,30-Jun-2025,"3/4""",N/A,Ton,N/A,N/A,515.16,,,,,
795,30-Jun-2025,"1/2""",N/A,Ton,N/A,N/A,25.84,,,,,
796,30-Jun-2025,0-5mm,N/A,Ton,N/A,N/A,258.90,,,,,
797,1-Jul-2025,"3/4""",N/A,Ton,N/A,N/A,402.14,,,,,
798,1-Jul-2025,"3/8""",N/A,Ton,N/A,N/A,787.44,,,,,
799,1-Jul-2025,0-5mm,N/A,Ton,N/A,N/A,461.68,,,,,
800,1-Jul-2025,Oversize,N/A,Ton,N/A,N/A,603.70,,,,,
801,1-Jul-2025,sub-base,N/A,Ton,N/A,N/A,27.67,,,,,
802,1-Jul-2025,Powder,N/A,Ton,N/A,N/A,312.70,,,,,
803,1-Jul-2025,Sand,N/A,Ton,N/A,N/A,"1,017.26",,,,,
804,2-Jul-2025,"3/4""",N/A,Ton,N/A,N/A,257.08,,,,,
805,2-Jul-2025,"3/8""",N/A,Ton,N/A,N/A,"1,176.27",,,,,
806,2-Jul-2025,0-5mm,N/A,Ton,N/A,N/A,386.76,,,,,
807,2-Jul-2025,Oversize,N/A,Ton,N/A,N/A,402.36,,,,,
808,2-Jul-2025,sub-base,N/A,Ton,N/A,N/A,153.70,,,,,
809,2-Jul-2025,Powder,N/A,Ton,N/A,N/A,210.38,,,,,
810,2-Jul-2025,Sand,N/A,Ton,N/A,N/A,486.17,,,,,
811,3-Jul-2025,"3/4""",N/A,Ton,N/A,N/A,103.84,,,,,
812,3-Jul-2025,"3/8""",N/A,Ton,N/A,N/A,223.34,,,,,
813,3-Jul-2025,0-5mm,N/A,Ton,N/A,N/A,107.30,,,,,
814,3-Jul-2025,Oversize,N/A,Ton,N/A,N/A,241.70,,,,,
815,3-Jul-2025,Powder,N/A,Ton,N/A,N/A,154.92,,,,,
816,3-Jul-2025,Sand,N/A,Ton,N/A,N/A,254.00,,,,,
817,3-Jul-2025,"2""",N/A,Ton,N/A,N/A,49.35,,,,,
818,4-Jul-2025,"3/4""",N/A,Ton,N/A,N/A,25.00,,,,,
819,4-Jul-2025,"3/8""",N/A,Ton,N/A,N/A,36.78,,,,,
820,4-Jul-2025,Oversize,N/A,Ton,N/A,N/A,449.72,,,,,
821,4-Jul-2025,Sand,N/A,Ton,N/A,N/A,91.91,,,,,
822,5-Jul-2025,"3/4""",N/A,Ton,N/A,N/A,395.54,,,,,
823,5-Jul-2025,"3/8""",N/A,Ton,N/A,N/A,428.71,,,,,
824,5-Jul-2025,0-5mm,N/A,Ton,N/A,N/A,460.32,,,,,
825,5-Jul-2025,Oversize,N/A,Ton,N/A,N/A,156.36,,,,,
826,5-Jul-2025,sub-base,N/A,Ton,N/A,N/A,80.43,,,,,
827,5-Jul-2025,Powder,N/A,Ton,N/A,N/A,208.90,,,,,
828,5-Jul-2025,Sand,N/A,Ton,N/A,N/A,577.55,,,,,
829,5-Jul-2025,A1A,N/A,Ton,N/A,N/A,24.40,,,,,
830,6-Jul-2025,"3/4""",N/A,Ton,N/A,N/A,868.44,,,,,
831,6-Jul-2025,"3/8""",N/A,Ton,N/A,N/A,504.62,,,,,
832,6-Jul-2025,0-5mm,N/A,Ton,N/A,N/A,198.22,,,,,
833,6-Jul-2025,Oversize,N/A,Ton,N/A,N/A,609.82,,,,,
834,6-Jul-2025,sub-base,N/A,Ton,N/A,N/A,91.02,,,,,
835,6-Jul-2025,Powder,N/A,Ton,N/A,N/A,105.20,,,,,
836,6-Jul-2025,Sand,N/A,Ton,N/A,N/A,350.03,,,,,
837,7-Jul-2025,A1A,N/A,Ton,N/A,N/A,0.00,,,,,
838,7-Jul-2025,"3/4""",N/A,Ton,N/A,N/A,403.09,,,,,
839,7-Jul-2025,"3/8""",N/A,Ton,N/A,N/A,480.35,,,,,
840,7-Jul-2025,0-5mm,N/A,Ton,N/A,N/A,469.09,,,,,
841,7-Jul-2025,Oversize,N/A,Ton,N/A,N/A,576.26,,,,,
842,7-Jul-2025,sub-base,N/A,Ton,N/A,N/A,100.15,,,,,
843,7-Jul-2025,Powder,N/A,Ton,N/A,N/A,52.00,,,,,
844,7-Jul-2025,Sand,N/A,Ton,N/A,N/A,56.46,,,,,
845,7-Jul-2025,Rapid Draining,N/A,Ton,N/A,N/A,325.14,,,,,
846,7-Jul-2025,ABC,N/A,Ton,N/A,N/A,0.00,,,,,
847,8-Jul-2025,"3/4""",N/A,Ton,N/A,N/A,"1,134.91",,,,,
848,8-Jul-2025,"3/8""",N/A,Ton,N/A,N/A,531.90,,,,,
849,8-Jul-2025,0-5mm,N/A,Ton,N/A,N/A,359.48,,,,,
850,8-Jul-2025,Oversize,N/A,Ton,N/A,N/A,221.88,,,,,
851,8-Jul-2025,sub-base,N/A,Ton,N/A,N/A,158.04,,,,,
852,8-Jul-2025,Powder,N/A,Ton,N/A,N/A,308.63,,,,,
853,8-Jul-2025,Sand,N/A,Ton,N/A,N/A,171.21,,,,,
854,8-Jul-2025,Rapid Draining,N/A,Ton,N/A,N/A,235.82,,,,,
855,8-Jul-2025,ABC,N/A,Ton,N/A,N/A,91.12,,,,,
856,9-Jul-2025,"3/4""",N/A,Ton,N/A,N/A,987.40,,,,,
857,9-Jul-2025,"3/8""",N/A,Ton,N/A,N/A,714.14,,,,,
858,9-Jul-2025,0-5mm,N/A,Ton,N/A,N/A,235.14,,,,,
859,9-Jul-2025,Oversize,N/A,Ton,N/A,N/A,289.88,,,,,
860,9-Jul-2025,sub-base,N/A,Ton,N/A,N/A,183.88,,,,,
861,9-Jul-2025,Powder,N/A,Ton,N/A,N/A,300.75,,,,,
862,9-Jul-2025,Sand,N/A,Ton,N/A,N/A,174.42,,,,,
863,9-Jul-2025,PIPE BEDDING,N/A,Ton,N/A,N/A,666.92,,,,,
864,10-Jul-2025,"3/4""",N/A,Ton,N/A,N/A,777.04,,,,,
865,10-Jul-2025,"3/8""",N/A,Ton,N/A,N/A,582.94,,,,,
866,10-Jul-2025,0-5mm,N/A,Ton,N/A,N/A,227.65,,,,,
867,10-Jul-2025,Oversize,N/A,Ton,N/A,N/A,0.00,,,,,
868,10-Jul-2025,sub-base,N/A,Ton,N/A,N/A,348.42,,,,,
869,10-Jul-2025,Powder,N/A,Ton,N/A,N/A,151.95,,,,,
870,10-Jul-2025,Sand,N/A,Ton,N/A,N/A,68.05,,,,,
871,10-Jul-2025,PIPE BEDDING,N/A,Ton,N/A,N/A,269.04,,,,,
872,10-Jul-2025,"1/2""",N/A,Ton,N/A,N/A,40.00,,,,,
873,11-Jul-2025,PIPE BEDDING,N/A,Ton,N/A,N/A,75.16,,,,,
874,11-Jul-2025,"3/4""",N/A,Ton,N/A,N/A,376.10,,,,,
875,11-Jul-2025,"3/8""",N/A,Ton,N/A,N/A,381.81,,,,,
876,11-Jul-2025,sub-base,N/A,Ton,N/A,N/A,180.20,,,,,
877,11-Jul-2025,Sand,N/A,Ton,N/A,N/A,45.50,,,,,
878,12-Jul-2025,"3/4""",N/A,Ton,N/A,N/A,"1,153.02",,,,,
879,12-Jul-2025,"3/8""",N/A,Ton,N/A,N/A,589.96,,,,,
880,12-Jul-2025,0-5mm,N/A,Ton,N/A,N/A,595.97,,,,,
881,12-Jul-2025,Oversize,N/A,Ton,N/A,N/A,303.92,,,,,
,12-Jul-2025,sub-base,N/A,Ton,N/A,N/A,236.74,,,,,
,12-Jul-2025,Powder,N/A,Ton,N/A,N/A,436.88,,,,,
,12-Jul-2025,Sand,N/A,Ton,N/A,N/A,419.06,,,,,
,12-Jul-2025,PIPE BEDDING,N/A,Ton,N/A,N/A,381.12,,,,,
,12-Jul-2025,Agg base course,N/A,Ton,N/A,N/A,146.06,,,,,
,13-Jul-2025,"3/4""",N/A,Ton,N/A,N/A,"1,311.84",,,,,
,13-Jul-2025,"3/8""",N/A,Ton,N/A,N/A,401.30,,,,,
,13-Jul-2025,0-5mm,N/A,Ton,N/A,N/A,641.03,,,,,
,13-Jul-2025,Oversize,N/A,Ton,N/A,N/A,30.58,,,,,
,13-Jul-2025,sub-base,N/A,Ton,N/A,N/A,230.72,,,,,
,13-Jul-2025,Powder,N/A,Ton,N/A,N/A,258.70,,,,,
,13-Jul-2025,Sand,N/A,Ton,N/A,N/A,789.65,,,,,
,13-Jul-2025,PIPE BEDDING,N/A,Ton,N/A,N/A,458.32,,,,,
,13-Jul-2025,Agg base course,N/A,Ton,N/A,N/A,91.31,,,,,
,13-Jul-2025,"1/2""",N/A,Ton,N/A,N/A,34.68,,,,,
,13-Jul-2025,ABC,N/A,Ton,N/A,N/A,49.56,,,,,
,,,N/A,Ton,N/A,N/A,,,,,,
,,,N/A,Ton,N/A,N/A,,,,,,
,,,N/A,Ton,N/A,N/A,,,,,,
,,,N/A,Ton,N/A,N/A,,,,,,
,,,N/A,Ton,N/A,N/A,,,,,,
,,,N/A,Ton,N/A,N/A,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,"332,263.02",,,,,
